Task_ID,Difficulty,System,Iteration,Success,Total_Steps,Error_Count,Recovered_Count,Hallucination_Count,Final_Answer,Timestamp
1,simple,A_MVC,11,1,2,0,0,0,以下是名称中包含 **“USB”** 的商品列表：  | 商品 ID | 名称 | 描述 | 价格 (元) | 库存 | |--------|------|------|----------|------| | 104 | USB‑C Cable (Black) | 1m USB‑C cable | 10.0 | 500 | | 105 | Generic USB Cable | Generic USB cable unit #1 | 5.0 | 10 | | 106 | Generic USB Cable | Generic USB cable unit #2 | 5.0 | 10 | | 107 | Generic USB Cable | Generic USB cable unit #3 | 5.0 | 10 | | 108 | Generic USB Cable | Generic USB cable unit #4 | 5.0 | 10 | | 109 | Generic USB Cable | Generic USB cable unit #5 | 5.0 | 10 | |,2026-05-20T11:19:56.844398
1,simple,A_MVC,12,1,2,0,0,0,以下是名称中包含 **“USB”** 的商品列表：  | 商品 ID | 名称 | 描述 | 价格 (元) | 库存 | |--------|------|------|----------|------| | 104 | USB‑C Cable (Black) | 1m USB‑C cable | 10.0 | 500 | | 105 | Generic USB Cable | Generic USB cable unit #1 | 5.0 | 10 | | 106 | Generic USB Cable | Generic USB cable unit #2 | 5.0 | 10 | | 107 | Generic USB Cable | Generic USB cable unit #3 | 5.0 | 10 | | 108 | Generic USB Cable | Generic USB cable unit #4 | 5.0 | 10 | | 109 | Generic USB Cable | Generic USB cable unit #5 | 5.0 | 10 | |,2026-05-20T11:20:04.102618
1,simple,A_MVC,13,1,2,0,0,0,以下是名称中包含 **“USB”** 的商品列表：  | 商品 ID | 名称 | 描述 | 价格 (元) | 库存 | |--------|------|------|----------|------| | 104 | USB‑C Cable (Black) | 1m USB‑C cable | 10.0 | 500 | | 105 | Generic USB Cable | Generic USB cable unit #1 | 5.0 | 10 | | 106 | Generic USB Cable | Generic USB cable unit #2 | 5.0 | 10 | | 107 | Generic USB Cable | Generic USB cable unit #3 | 5.0 | 10 | | 108 | Generic USB Cable | Generic USB cable unit #4 | 5.0 | 10 | | 109 | Generic USB Cable | Generic USB cable unit #5 | 5.0 | 10 | |,2026-05-20T11:20:12.553708
1,simple,A_MVC,14,1,2,0,0,0,以下是名称中包含 **“USB”** 的商品列表：  | 商品ID | 名称 | 描述 | 价格 (元) | 库存 | |--------|------|------|-----------|------| | 104 | USB‑C Cable (Black) | 1m USB‑C cable | 10.0 | 500 | | 105 | Generic USB Cable | Generic USB cable unit #1 | 5.0 | 10 | | 106 | Generic USB Cable | Generic USB cable unit #2 | 5.0 | 10 | | 107 | Generic USB Cable | Generic USB cable unit #3 | 5.0 | 10 | | 108 | Generic USB Cable | Generic USB cable unit #4 | 5.0 | 10 | | 109 | Generic USB Cable | Generic USB cable unit #5 | 5.0 | 10 | |,2026-05-20T11:20:19.662011
1,simple,A_MVC,15,1,2,0,0,0,以下是名称中包含 **“USB”** 的所有商品：  | 商品 ID | 名称 | 描述 | 价格 (元) | 库存 | 状态 | |--------|------|------|-----------|------|------| | 104 | USB‑C Cable (Black) | 1m USB‑C cable | 10.0 | 500 | NORMAL | | 105 | Generic USB Cable | Generic USB cable unit #1 | 5.0 | 10 | NORMAL | | 106 | Generic USB Cable | Generic USB cable unit #2 | 5.0 | 10 | NORMAL | | 107 | Generic USB Cable | Generic USB cable unit #3 | 5.0 | 10 | NORMAL | | 108 | Generic USB Cable | Generic USB cable unit #4 | 5.0 | 10 | NORMAL | | 109 | Ge,2026-05-20T11:20:28.147782
1,simple,A_MVC,16,1,2,0,0,0,以下是名称中包含 **“USB”** 的商品列表：  | 商品 ID | 名称 | 描述 | 价格 (元) | 库存 | |--------|------|------|-----------|------| | 104 | USB‑C Cable (Black) | 1m USB‑C cable | 10.0 | 500 | | 105 | Generic USB Cable | Generic USB cable unit #1 | 5.0 | 10 | | 106 | Generic USB Cable | Generic USB cable unit #2 | 5.0 | 10 | | 107 | Generic USB Cable | Generic USB cable unit #3 | 5.0 | 10 | | 108 | Generic USB Cable | Generic USB cable unit #4 | 5.0 | 10 | | 109 | Generic USB Cable | Generic USB cable unit #5 | 5.0 | 10 | ,2026-05-20T11:20:35.241614
1,simple,A_MVC,17,1,2,0,0,0,以下是名称中包含 **“USB”** 的商品列表：  | 商品 ID | 名称 | 描述 | 价格 (元) | 库存 | |--------|------|------|-----------|------| | 104 | USB‑C Cable (Black) | 1m USB‑C cable | 10.0 | 500 | | 105 | Generic USB Cable | Generic USB cable unit #1 | 5.0 | 10 | | 106 | Generic USB Cable | Generic USB cable unit #2 | 5.0 | 10 | | 107 | Generic USB Cable | Generic USB cable unit #3 | 5.0 | 10 | | 108 | Generic USB Cable | Generic USB cable unit #4 | 5.0 | 10 | | 109 | Generic USB Cable | Generic USB cable unit #5 | 5.0 | 10 | ,2026-05-20T11:20:42.894762
1,simple,A_MVC,18,1,2,0,0,0,以下是名称中包含 **“USB”** 的所有商品：  | 商品 ID | 名称 | 描述 | 价格 (元) | 库存 | |--------|------|------|-----------|------| | 104 | USB‑C Cable (Black) | 1m USB‑C cable | 10.0 | 500 | | 105 | Generic USB Cable | Generic USB cable unit #1 | 5.0 | 10 | | 106 | Generic USB Cable | Generic USB cable unit #2 | 5.0 | 10 | | 107 | Generic USB Cable | Generic USB cable unit #3 | 5.0 | 10 | | 108 | Generic USB Cable | Generic USB cable unit #4 | 5.0 | 10 | | 109 | Generic USB Cable | Generic USB cable unit #5 | 5.0 | 10 | ,2026-05-20T11:20:51.177577
1,simple,A_MVC,19,1,2,0,0,0,以下是名称中包含 **“USB”** 的所有商品：  | 商品 ID | 名称 | 描述 | 价格 (元) | 库存 | |--------|------|------|----------|------| | 104 | USB‑C Cable (Black) | 1m USB‑C cable | 10.0 | 500 | | 105 | Generic USB Cable | Generic USB cable unit #1 | 5.0 | 10 | | 106 | Generic USB Cable | Generic USB cable unit #2 | 5.0 | 10 | | 107 | Generic USB Cable | Generic USB cable unit #3 | 5.0 | 10 | | 108 | Generic USB Cable | Generic USB cable unit #4 | 5.0 | 10 | | 109 | Generic USB Cable | Generic USB cable unit #5 | 5.0 | 10 | |,2026-05-20T11:21:01.609764
1,simple,A_MVC,20,1,2,0,0,0,以下是名称中包含 **“USB”** 的商品列表：  | 商品 ID | 名称 | 描述 | 价格 (元) | 库存 | |--------|------|------|----------|------| | 104 | USB‑C Cable (Black) | 1m USB‑C cable | 10.0 | 500 | | 105 | Generic USB Cable | Generic USB cable unit #1 | 5.0 | 10 | | 106 | Generic USB Cable | Generic USB cable unit #2 | 5.0 | 10 | | 107 | Generic USB Cable | Generic USB cable unit #3 | 5.0 | 10 | | 108 | Generic USB Cable | Generic USB cable unit #4 | 5.0 | 10 | | 109 | Generic USB Cable | Generic USB cable unit #5 | 5.0 | 10 | |,2026-05-20T11:21:08.250298
1,simple,A_MVC,21,1,2,0,0,0,以下是名称中包含 **“USB”** 的商品列表：  | 商品 ID | 名称 | 描述 | 价格 (¥) | 库存 | 状态 | |--------|------|------|----------|------|------| | 104 | USB‑C Cable (Black) | 1m USB‑C cable | 10.0 | 500 | NORMAL | | 105 | Generic USB Cable | Generic USB cable unit #1 | 5.0 | 10 | NORMAL | | 106 | Generic USB Cable | Generic USB cable unit #2 | 5.0 | 10 | NORMAL | | 107 | Generic USB Cable | Generic USB cable unit #3 | 5.0 | 10 | NORMAL | | 108 | Generic USB Cable | Generic USB cable unit #4 | 5.0 | 10 | NORMAL | | 109 | Gen,2026-05-20T11:21:19.340207
1,simple,A_MVC,22,1,2,0,0,0,以下是名称中包含 **“USB”** 的商品列表：  | 商品 ID | 名称 | 描述 | 价格 (元) | 库存 | |--------|------|------|-----------|------| | 104 | USB‑C Cable (Black) | 1m USB‑C cable | 10.0 | 500 | | 105 | Generic USB Cable | Generic USB cable unit #1 | 5.0 | 10 | | 106 | Generic USB Cable | Generic USB cable unit #2 | 5.0 | 10 | | 107 | Generic USB Cable | Generic USB cable unit #3 | 5.0 | 10 | | 108 | Generic USB Cable | Generic USB cable unit #4 | 5.0 | 10 | | 109 | Generic USB Cable | Generic USB cable unit #5 | 5.0 | 10 | ,2026-05-20T11:21:26.714842
1,simple,A_MVC,23,1,2,0,0,0,以下是名称中包含 **“USB”** 的商品列表：  | 商品 ID | 名称 | 描述 | 价格 (元) | 库存 | |--------|------|------|-----------|------| | 104 | USB‑C Cable (Black) | 1m USB‑C cable | 10.0 | 500 | | 105 | Generic USB Cable | Generic USB cable unit #1 | 5.0 | 10 | | 106 | Generic USB Cable | Generic USB cable unit #2 | 5.0 | 10 | | 107 | Generic USB Cable | Generic USB cable unit #3 | 5.0 | 10 | | 108 | Generic USB Cable | Generic USB cable unit #4 | 5.0 | 10 | | 109 | Generic USB Cable | Generic USB cable unit #5 | 5.0 | 10 | ,2026-05-20T11:21:34.249553
1,simple,A_MVC,24,1,2,0,0,0,以下是名称中包含 **“USB”** 的所有商品：  | 商品 ID | 名称 | 描述 | 价格 (元) | 库存 | |--------|------|------|----------|------| | 104 | USB‑C Cable (Black) | 1m USB‑C cable | 10.0 | 500 | | 105 | Generic USB Cable | Generic USB cable unit #1 | 5.0 | 10 | | 106 | Generic USB Cable | Generic USB cable unit #2 | 5.0 | 10 | | 107 | Generic USB Cable | Generic USB cable unit #3 | 5.0 | 10 | | 108 | Generic USB Cable | Generic USB cable unit #4 | 5.0 | 10 | | 109 | Generic USB Cable | Generic USB cable unit #5 | 5.0 | 10 | |,2026-05-20T11:21:42.334397
1,simple,A_MVC,25,1,2,0,0,0,以下是名称中包含 **“USB”** 的所有商品：  | 商品 ID | 名称 | 描述 | 价格 (元) | 库存 | 状态 | |--------|------|------|-----------|------|------| | 104 | USB‑C Cable (Black) | 1m USB‑C cable | 10.0 | 500 | NORMAL | | 105 | Generic USB Cable | Generic USB cable unit #1 | 5.0 | 10 | NORMAL | | 106 | Generic USB Cable | Generic USB cable unit #2 | 5.0 | 10 | NORMAL | | 107 | Generic USB Cable | Generic USB cable unit #3 | 5.0 | 10 | NORMAL | | 108 | Generic USB Cable | Generic USB cable unit #4 | 5.0 | 10 | NORMAL | | 109 | Ge,2026-05-20T11:21:50.125338
1,simple,A_MVC,26,1,2,0,0,0,以下是名称中包含 **“USB”** 的所有商品：  | 商品 ID | 名称 | 描述 | 价格 (元) | 库存 | |--------|------|------|-----------|------| | 104 | USB‑C Cable (Black) | 1m USB‑C cable | 10.0 | 500 | | 105 | Generic USB Cable | Generic USB cable unit #1 | 5.0 | 10 | | 106 | Generic USB Cable | Generic USB cable unit #2 | 5.0 | 10 | | 107 | Generic USB Cable | Generic USB cable unit #3 | 5.0 | 10 | | 108 | Generic USB Cable | Generic USB cable unit #4 | 5.0 | 10 | | 109 | Generic USB Cable | Generic USB cable unit #5 | 5.0 | 10 | ,2026-05-20T11:21:57.151644
1,simple,A_MVC,27,1,2,0,0,0,以下是名称中包含 **“USB”** 的所有商品：  | 商品 ID | 名称 | 描述 | 价格 (¥) | 库存 | 状态 | |--------|------|------|----------|------|------| | 104 | USB‑C Cable (Black) | 1m USB‑C cable | 10.0 | 500 | NORMAL | | 105 | Generic USB Cable | Generic USB cable unit #1 | 5.0 | 10 | NORMAL | | 106 | Generic USB Cable | Generic USB cable unit #2 | 5.0 | 10 | NORMAL | | 107 | Generic USB Cable | Generic USB cable unit #3 | 5.0 | 10 | NORMAL | | 108 | Generic USB Cable | Generic USB cable unit #4 | 5.0 | 10 | NORMAL | | 109 | Gen,2026-05-20T11:22:09.072078
1,simple,A_MVC,28,1,2,0,0,0,以下是名称中包含 **“USB”** 的商品列表：  | 商品 ID | 名称 | 描述 | 价格 (元) | 库存 | |--------|------|------|----------|------| | 104 | USB‑C Cable (Black) | 1m USB‑C cable | 10.0 | 500 | | 105 | Generic USB Cable | Generic USB cable unit #1 | 5.0 | 10 | | 106 | Generic USB Cable | Generic USB cable unit #2 | 5.0 | 10 | | 107 | Generic USB Cable | Generic USB cable unit #3 | 5.0 | 10 | | 108 | Generic USB Cable | Generic USB cable unit #4 | 5.0 | 10 | | 109 | Generic USB Cable | Generic USB cable unit #5 | 5.0 | 10 | |,2026-05-20T11:22:16.512254
1,simple,A_MVC,29,1,2,0,0,0,以下是名称中包含 **“USB”** 的商品列表：  | 商品 ID | 名称 | 描述 | 价格 (元) | 库存 | |--------|------|------|----------|------| | 104 | USB‑C Cable (Black) | 1m USB‑C cable | 10.0 | 500 | | 105 | Generic USB Cable | Generic USB cable unit #1 | 5.0 | 10 | | 106 | Generic USB Cable | Generic USB cable unit #2 | 5.0 | 10 | | 107 | Generic USB Cable | Generic USB cable unit #3 | 5.0 | 10 | | 108 | Generic USB Cable | Generic USB cable unit #4 | 5.0 | 10 | | 109 | Generic USB Cable | Generic USB cable unit #5 | 5.0 | 10 | |,2026-05-20T11:22:30.690898
1,simple,A_MVC,30,1,2,0,0,0,以下是名称中包含 **“USB”** 的商品列表：  | 商品 ID | 名称 | 描述 | 价格 (元) | 库存 | |--------|------|------|----------|------| | 104 | USB‑C Cable (Black) | 1m USB‑C cable | 10.0 | 500 | | 105 | Generic USB Cable | Generic USB cable unit #1 | 5.0 | 10 | | 106 | Generic USB Cable | Generic USB cable unit #2 | 5.0 | 10 | | 107 | Generic USB Cable | Generic USB cable unit #3 | 5.0 | 10 | | 108 | Generic USB Cable | Generic USB cable unit #4 | 5.0 | 10 | | 109 | Generic USB Cable | Generic USB cable unit #5 | 5.0 | 10 | |,2026-05-20T11:22:47.461718
1,simple,B_MTA,1,1,3,1,1,0,以下是名称中包含 **“USB”** 的所有商品（共 27 条）：  | ID  | 名称 | 描述 | 单价 (¥) | 库存 | 状态 | |-----|------|------|----------|------|------| | 104 | USB‑C Cable (Black) | 1m USB‑C cable | 10.0 | 500 | NORMAL | | 105 | Generic USB Cable | Generic USB cable unit #1 | 5.0 | 10 | NORMAL | | 106 | Generic USB Cable | Generic USB cable unit #2 | 5.0 | 10 | NORMAL | | 107 | Generic USB Cable | Generic USB cable unit #3 | 5.0 | 10 | NORMAL | | 108 | Generic USB Cable | Generic USB cable unit #4 | 5.0 | 10 | NORMAL | | 109 | ,2026-05-20T11:23:16.295912
1,simple,B_MTA,2,1,3,1,1,0,以下是名称中包含 **“USB”** 的所有商品（共 27 条）：  | ID  | 名称 | 描述 | 单价 (¥) | 库存 | 状态 | |-----|------|------|----------|------|------| | 104 | USB‑C Cable (Black) | 1m USB‑C cable | 10.0 | 500 | NORMAL | | 105 | Generic USB Cable | Generic USB cable unit #1 | 5.0 | 10 | NORMAL | | 106 | Generic USB Cable | Generic USB cable unit #2 | 5.0 | 10 | NORMAL | | 107 | Generic USB Cable | Generic USB cable unit #3 | 5.0 | 10 | NORMAL | | 108 | Generic USB Cable | Generic USB cable unit #4 | 5.0 | 10 | NORMAL | | 109 | ,2026-05-20T11:23:26.831311
1,simple,B_MTA,3,1,3,1,1,0,以下是名称中包含 **“USB”** 的所有商品（共 27 条）：  | ID  | 名称 | 描述 | 单价 (¥) | 库存 | 状态 | |-----|------|------|----------|------|------| | 104 | USB‑C Cable (Black) | 1m USB‑C cable | 10.00 | 500 | NORMAL | | 105 | Generic USB Cable | Generic USB cable unit #1 | 5.00 | 10 | NORMAL | | 106 | Generic USB Cable | Generic USB cable unit #2 | 5.00 | 10 | NORMAL | | 107 | Generic USB Cable | Generic USB cable unit #3 | 5.00 | 10 | NORMAL | | 108 | Generic USB Cable | Generic USB cable unit #4 | 5.00 | 10 | NORMAL | | 1,2026-05-20T11:23:38.031061
1,simple,B_MTA,4,1,3,1,1,0,以下是名称中包含 **“USB”** 的所有商品（共 27 条）：  | ID  | 名称 | 描述 | 单价 (¥) | 库存 | 状态 | |-----|------|------|----------|------|------| | 104 | USB‑C Cable (Black) | 1m USB‑C cable | 10.0 | 500 | NORMAL | | 105 | Generic USB Cable | Generic USB cable unit #1 | 5.0 | 10 | NORMAL | | 106 | Generic USB Cable | Generic USB cable unit #2 | 5.0 | 10 | NORMAL | | 107 | Generic USB Cable | Generic USB cable unit #3 | 5.0 | 10 | NORMAL | | 108 | Generic USB Cable | Generic USB cable unit #4 | 5.0 | 10 | NORMAL | | 109 | ,2026-05-20T11:24:00.648173
1,simple,B_MTA,5,1,3,1,1,0,以下是名称中包含 **“USB”** 的所有商品（共 27 条）：  | ID  | 名称 | 描述 | 单价 (USD) | 库存 | 状态 | |-----|------|------|------------|------|------| | 104 | USB‑C Cable (Black) | 1m USB‑C cable | 10.00 | 500 | NORMAL | | 105 | Generic USB Cable | Generic USB cable unit #1 | 5.00 | 10 | NORMAL | | 106 | Generic USB Cable | Generic USB cable unit #2 | 5.00 | 10 | NORMAL | | 107 | Generic USB Cable | Generic USB cable unit #3 | 5.00 | 10 | NORMAL | | 108 | Generic USB Cable | Generic USB cable unit #4 | 5.00 | 10 | NORMAL |,2026-05-20T11:24:30.077270
1,simple,B_MTA,6,1,3,1,1,0,以下是名称中包含 **“USB”** 的所有商品（共 27 条）：  | ID  | 名称                     | 描述                         | 价格 (USD) | 库存 | 状态 | |-----|--------------------------|------------------------------|------------|------|------| | 104 | USB‑C Cable (Black)      | 1m USB‑C cable               | 10.00      | 500  | NORMAL | | 105 | Generic USB Cable         | Generic USB cable unit #1    | 5.00       | 10   | NORMAL | | 106 | Generic USB Cable         | Generic USB cable unit #2    | 5.00       | 10   | NORMAL | | ,2026-05-20T11:24:43.240532
1,simple,B_MTA,7,1,3,1,1,0,以下是名称中包含 **“USB”** 的所有商品（共 27 条）：  | ID  | 名称 | 描述 | 单价 (USD) | 库存 | 状态 | |-----|------|------|------------|------|------| | 104 | USB‑C Cable (Black) | 1m USB‑C cable | 10.0 | 500 | NORMAL | | 105 | Generic USB Cable | Generic USB cable unit #1 | 5.0 | 10 | NORMAL | | 106 | Generic USB Cable | Generic USB cable unit #2 | 5.0 | 10 | NORMAL | | 107 | Generic USB Cable | Generic USB cable unit #3 | 5.0 | 10 | NORMAL | | 108 | Generic USB Cable | Generic USB cable unit #4 | 5.0 | 10 | NORMAL | | 10,2026-05-20T11:24:55.817367
1,simple,B_MTA,8,1,3,1,1,0,以下是名称中包含 **“USB”** 的所有商品（共 27 条）：  | ID  | 名称 | 描述 | 价格 | 库存 | 状态 | |-----|------|------|------|------|------| | 104 | USB‑C Cable (Black) | 1m USB‑C cable | 10.0 | 500 | NORMAL | | 105 | Generic USB Cable | Generic USB cable unit #1 | 5.0 | 10 | NORMAL | | 106 | Generic USB Cable | Generic USB cable unit #2 | 5.0 | 10 | NORMAL | | 107 | Generic USB Cable | Generic USB cable unit #3 | 5.0 | 10 | NORMAL | | 108 | Generic USB Cable | Generic USB cable unit #4 | 5.0 | 10 | NORMAL | | 109 | Generic ,2026-05-20T11:25:08.322140
1,simple,B_MTA,9,1,3,1,1,0,以下是名称中包含 **“USB”** 的所有商品（共 27 条）：  | ID  | 商品名称 | 描述 | 单价 (USD) | 库存 | 状态 | |-----|----------|------|------------|------|------| | 104 | USB‑C Cable (Black) | 1m USB‑C cable | 10.00 | 500 | NORMAL | | 105 | Generic USB Cable | Generic USB cable unit #1 | 5.00 | 10 | NORMAL | | 106 | Generic USB Cable | Generic USB cable unit #2 | 5.00 | 10 | NORMAL | | 107 | Generic USB Cable | Generic USB cable unit #3 | 5.00 | 10 | NORMAL | | 108 | Generic USB Cable | Generic USB cable unit #4 | 5.00 | 10 | NO,2026-05-20T11:25:23.739150
1,simple,B_MTA,10,1,3,1,1,0,以下是名称中包含 **“USB”** 的所有商品（共 27 条）：  | ID  | 名称                     | 描述                                 | 价格 (¥) | 库存 | 状态 | |-----|--------------------------|--------------------------------------|----------|------|------| | 104 | USB‑C Cable (Black)      | 1m USB‑C cable                       | 10.00    | 500  | NORMAL | | 105 | Generic USB Cable        | Generic USB cable unit #1            | 5.00     | 10   | NORMAL | | 106 | Generic USB Cable        | Generic USB cable unit #2            | 5,2026-05-20T11:25:36.785711
1,simple,B_MTA,11,1,3,1,1,0,以下是名称中包含 **“USB”** 的所有商品（共 27 条）：  | ID  | 商品名称 | 描述 | 单价 (¥) | 库存 | 状态 | |-----|----------|------|----------|------|------| | 104 | USB‑C Cable (Black) | 1m USB‑C cable | 10.00 | 500 | NORMAL | | 105 | Generic USB Cable | Generic USB cable unit #1 | 5.00 | 10 | NORMAL | | 106 | Generic USB Cable | Generic USB cable unit #2 | 5.00 | 10 | NORMAL | | 107 | Generic USB Cable | Generic USB cable unit #3 | 5.00 | 10 | NORMAL | | 108 | Generic USB Cable | Generic USB cable unit #4 | 5.00 | 10 | NORMAL,2026-05-20T11:25:48.354543
